LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665233	11360383			60	Longitude	Longitude	08° 50'						8.83333333333334					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665233	11360384			61	Altitude	Altitude	386	m	Single				386	m				Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665233	11360385			241	Measurement date / sampling date	Sampling Date	4/6/2004											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665233	11360386			327	Treatment: Exposition	Exposition	natural env.											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		Natural environment	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665233	11360387			413	Plant developmental status / plant age / maturity / plant life stage	Maturity	mature											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		mature	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665233	11360392	3116	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	6583	SLA: petiole  included	SLA	32.6325933333333	mm2 mg-1	Single				32.6325933333333	mm2 mg-1			0.984688	Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665234	11360394			59	Latitude	Latitude	45° 47'						45.7833333333333					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665234	11360395			60	Longitude	Longitude	08° 50'						8.83333333333334					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665234	11360396			61	Altitude	Altitude	386	m	Single				386	m				Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665234	11360397			241	Measurement date / sampling date	Sampling Date	4/6/2004											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665234	11360398			327	Treatment: Exposition	Exposition	natural env.											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		Natural environment	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665234	11360399			413	Plant developmental status / plant age / maturity / plant life stage	Maturity	mature											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		mature	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665234	11360404	3116	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	6583	SLA: petiole  included	SLA	34.3524882352941	mm2 mg-1	Single				34.3524882352941	mm2 mg-1			1.0582	Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665235	11360406			59	Latitude	Latitude	45° 47'						45.7833333333333					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665235	11360407			60	Longitude	Longitude	08° 50'						8.83333333333334					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665235	11360408			61	Altitude	Altitude	386	m	Single				386	m				Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665235	11360409			241	Measurement date / sampling date	Sampling Date	4/6/2004											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665235	11360410			327	Treatment: Exposition	Exposition	natural env.											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		Natural environment	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665235	11360411			413	Plant developmental status / plant age / maturity / plant life stage	Maturity	mature											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		mature	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665235	11360416	3116	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	6583	SLA: petiole  included	SLA	30.390696969697	mm2 mg-1	Single				30.390696969697	mm2 mg-1			0.882825	Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665236	11360418			59	Latitude	Latitude	45° 47'						45.7833333333333					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665236	11360419			60	Longitude	Longitude	08° 50'						8.83333333333334					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665236	11360420			61	Altitude	Altitude	386	m	Single				386	m				Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665236	11360421			241	Measurement date / sampling date	Sampling Date	4/6/2004											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665236	11360422			327	Treatment: Exposition	Exposition	natural env.											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		Natural environment	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665236	11360423			413	Plant developmental status / plant age / maturity / plant life stage	Maturity	mature											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		mature	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665236	11360428	3116	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	6583	SLA: petiole  included	SLA	28.2984136363636	mm2 mg-1	Single				28.2984136363636	mm2 mg-1			0.919977	Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665237	11360430			59	Latitude	Latitude	45° 47'						45.7833333333333					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665237	11360431			60	Longitude	Longitude	08° 50'						8.83333333333334					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665237	11360432			61	Altitude	Altitude	386	m	Single				386	m				Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665237	11360433			241	Measurement date / sampling date	Sampling Date	4/6/2004											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665237	11360434			327	Treatment: Exposition	Exposition	natural env.											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		Natural environment	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665237	11360435			413	Plant developmental status / plant age / maturity / plant life stage	Maturity	mature											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		mature	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665237	11360440	3116	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	6583	SLA: petiole  included	SLA	45.639344	mm2 mg-1	Single				45.639344	mm2 mg-1			1.46478	Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665238	11360442			59	Latitude	Latitude	45° 47'						45.7833333333333					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665238	11360443			60	Longitude	Longitude	08° 50'						8.83333333333334					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665238	11360444			61	Altitude	Altitude	386	m	Single				386	m				Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665238	11360445			241	Measurement date / sampling date	Sampling Date	4/6/2004											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665238	11360446			327	Treatment: Exposition	Exposition	natural env.											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		Natural environment	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665238	11360447			413	Plant developmental status / plant age / maturity / plant life stage	Maturity	mature											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		mature	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665238	11360452	3116	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	6583	SLA: petiole  included	SLA	38.0253225806452	mm2 mg-1	Single				38.0253225806452	mm2 mg-1			1.20357	Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665239	11360454			59	Latitude	Latitude	45° 47'						45.7833333333333					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665239	11360455			60	Longitude	Longitude	08° 50'						8.83333333333334					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665239	11360456			61	Altitude	Altitude	386	m	Single				386	m				Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665239	11360457			241	Measurement date / sampling date	Sampling Date	4/6/2004											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665239	11360458			327	Treatment: Exposition	Exposition	natural env.											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		Natural environment	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665239	11360459			413	Plant developmental status / plant age / maturity / plant life stage	Maturity	mature											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		mature	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	ARABIDOPSIS THALIANA (L.) Heynh.	4341	Arabidopsis thaliana	1665239	11360464	3116	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	6583	SLA: petiole  included	SLA	32.851175	mm2 mg-1	Single				32.851175	mm2 mg-1			0.994242	Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665308	11361246			59	Latitude	Latitude	45° 47'						45.7833333333333					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665308	11361247			60	Longitude	Longitude	08° 50'						8.83333333333334					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665308	11361248			61	Altitude	Altitude	386	m	Single				386	m				Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665308	11361249			241	Measurement date / sampling date	Sampling Date	7/8/2003											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665308	11361250			327	Treatment: Exposition	Exposition	natural env.											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		Natural environment	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665308	11361251			413	Plant developmental status / plant age / maturity / plant life stage	Maturity	mature											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		mature	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665308	11361256	3116	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	6583	SLA: petiole  included	SLA	27.3194848	mm2 mg-1	Single				27.3194848	mm2 mg-1			1.02145	Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665309	11361258			59	Latitude	Latitude	45° 47'						45.7833333333333					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665309	11361259			60	Longitude	Longitude	08° 50'						8.83333333333334					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665309	11361260			61	Altitude	Altitude	386	m	Single				386	m				Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665309	11361261			241	Measurement date / sampling date	Sampling Date	7/8/2003											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665309	11361262			327	Treatment: Exposition	Exposition	natural env.											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		Natural environment	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665309	11361263			413	Plant developmental status / plant age / maturity / plant life stage	Maturity	mature											Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261		mature	
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665309	11361268	3116	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	6583	SLA: petiole  included	SLA	25.2497737179487	mm2 mg-1	Single				25.2497737179487	mm2 mg-1			1.02967	Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665310	11361270			59	Latitude	Latitude	45° 47'						45.7833333333333					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665310	11361271			60	Longitude	Longitude	08° 50'						8.83333333333334					Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
Cerabolini	Bruno E. L.	228	Flora d’Italia Functional Traits Hoard (FIFTH)	BELLIS PERENNIS L.	7173	Bellis perennis	1665310	11361272			61	Altitude	Altitude	386	m	Single				386	m				Cerabolini B.E.L., Brusa G., Ceriani R.M., De Andreis R., Luzzaro A. & Pierce S. 2010. Can CSR classification be generally applied outside Britain? Plant Ecology 210: 253-261			
