LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801144	4676127			322	Temperature during measurement	leaf temperature	28.8	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801145	4676128			561	Measurement series ID	Measurement series ID	89											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801145	4676129			834	Sample ID (Accession ID)	Set_in_Workbook	383											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801145	4676130			323	Atmospheric CO2 concentration during measurement (Ca)	ca	29	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801145	4676131	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	31	ppm	Single				31	ppm		4676119	10.8105	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801145	4676133			322	Temperature during measurement	leaf temperature	26.7	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801146	4676134			561	Measurement series ID	Measurement series ID	90											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801146	4676135			834	Sample ID (Accession ID)	Set_in_Workbook	385											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801146	4676136			323	Atmospheric CO2 concentration during measurement (Ca)	ca	63.5	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801146	4676137	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	59.5	ppm	Single				59.5	ppm			7.09893	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801146	4676139			322	Temperature during measurement	leaf temperature	27.8	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801261	4676696			561	Measurement series ID	Measurement series ID	32											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801261	4676697			834	Sample ID (Accession ID)	Set_in_Workbook	218											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801261	4676698			323	Atmospheric CO2 concentration during measurement (Ca)	ca	194	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801261	4676699	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	163	ppm	Single				163	ppm			1.61541	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801261	4676701			322	Temperature during measurement	leaf temperature	26.1	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801263	4676704			561	Measurement series ID	Measurement series ID	34											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801263	4676705			834	Sample ID (Accession ID)	Set_in_Workbook	220											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801263	4676706			323	Atmospheric CO2 concentration during measurement (Ca)	ca	198	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801263	4676707	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	151	ppm	Single				151	ppm			2.03151	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801263	4676709			322	Temperature during measurement	leaf temperature	24.8	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801266	4676718			561	Measurement series ID	Measurement series ID	37											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801266	4676719			834	Sample ID (Accession ID)	Set_in_Workbook	223											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801266	4676720			323	Atmospheric CO2 concentration during measurement (Ca)	ca	144	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801266	4676721	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	106.5	ppm	Single				106.5	ppm			3.93122	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801266	4676723			322	Temperature during measurement	leaf temperature	27.9	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801267	4676724			561	Measurement series ID	Measurement series ID	38											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801267	4676725			834	Sample ID (Accession ID)	Set_in_Workbook	224											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801267	4676726			323	Atmospheric CO2 concentration during measurement (Ca)	ca	101	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801267	4676727	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	93	ppm	Single				93	ppm			4.66876	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801267	4676729			322	Temperature during measurement	leaf temperature	26.1	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801298	4676902			561	Measurement series ID	Measurement series ID	69											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801298	4676903			834	Sample ID (Accession ID)	Set_in_Workbook	318											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801298	4676904			323	Atmospheric CO2 concentration during measurement (Ca)	ca	106	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801298	4676905	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	93	ppm	Single				93	ppm		4676727	4.66876	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801298	4676907			322	Temperature during measurement	leaf temperature	28.9	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801299	4676908			561	Measurement series ID	Measurement series ID	70											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801299	4676909			834	Sample ID (Accession ID)	Set_in_Workbook	319											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801299	4676910			323	Atmospheric CO2 concentration during measurement (Ca)	ca	123	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801299	4676911	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	99	ppm	Single				99	ppm			4.32857	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801299	4676913			322	Temperature during measurement	leaf temperature	27.6	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801300	4676914			561	Measurement series ID	Measurement series ID	71											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801300	4676915			834	Sample ID (Accession ID)	Set_in_Workbook	320											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801300	4676916			323	Atmospheric CO2 concentration during measurement (Ca)	ca	117	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801300	4676917	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	97	ppm	Single				97	ppm			4.43962	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801300	4676919			322	Temperature during measurement	leaf temperature	29.1	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801301	4676920			561	Measurement series ID	Measurement series ID	72											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801301	4676921			834	Sample ID (Accession ID)	Set_in_Workbook	321											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801301	4676922			323	Atmospheric CO2 concentration during measurement (Ca)	ca	133	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801301	4676923	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	107	ppm	Single				107	ppm		26378077	3.91592	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801301	4676925			322	Temperature during measurement	leaf temperature	28.3	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801302	4676926			561	Measurement series ID	Measurement series ID	73											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801302	4676927			834	Sample ID (Accession ID)	Set_in_Workbook	322											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801302	4676928			323	Atmospheric CO2 concentration during measurement (Ca)	ca	197	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801302	4676929	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	115	ppm	Single				115	ppm			3.51341	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801302	4676931			322	Temperature during measurement	leaf temperature	28.6	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801303	4676932			561	Measurement series ID	Measurement series ID	74											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801303	4676933			834	Sample ID (Accession ID)	Set_in_Workbook	323											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801303	4676934			323	Atmospheric CO2 concentration during measurement (Ca)	ca	156	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801303	4676935	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	104	ppm	Single				104	ppm			4.06048	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801303	4676937			322	Temperature during measurement	leaf temperature	28.75	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801304	4676938			561	Measurement series ID	Measurement series ID	75											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801304	4676939			834	Sample ID (Accession ID)	Set_in_Workbook	324											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801304	4676940			323	Atmospheric CO2 concentration during measurement (Ca)	ca	187	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801304	4676941	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	119	ppm	Single				119	ppm			3.32737	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801304	4676943			322	Temperature during measurement	leaf temperature	28.8	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801305	4676944			561	Measurement series ID	Measurement series ID	76											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801305	4676945			834	Sample ID (Accession ID)	Set_in_Workbook	325											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801305	4676946			323	Atmospheric CO2 concentration during measurement (Ca)	ca	193	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801305	4676947	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	150	ppm	Single				150	ppm			2.06766	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801305	4676949			322	Temperature during measurement	leaf temperature	28.1	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801306	4676950			561	Measurement series ID	Measurement series ID	77											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801306	4676951			834	Sample ID (Accession ID)	Set_in_Workbook	326											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801306	4676952			323	Atmospheric CO2 concentration during measurement (Ca)	ca	195	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801306	4676953	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	133	ppm	Single				133	ppm			2.72216	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801306	4676955			322	Temperature during measurement	leaf temperature	28.9	C										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801307	4676956			561	Measurement series ID	Measurement series ID	78											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801307	4676957			834	Sample ID (Accession ID)	Set_in_Workbook	327											unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801307	4676958			323	Atmospheric CO2 concentration during measurement (Ca)	ca	191	ppm										unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801307	4676959	49	Photosynthesis: intercellular CO2 concentration	58	Intercellular CO2 concentration (ci)	ci	139	ppm	Single				139	ppm			2.48207	unpub.			
Kattge	Jens	67	Leaf Physiology Database	Quercus ilex	45402	Quercus ilex	801307	4676961			322	Temperature during measurement	leaf temperature	27.7	C										unpub.			
